#OTU ID	B.2006.08.S1.405615	B.2011.06.S1.405532	B.2011.07.S1.405534	B.2011.03.S1.405538	B.2016.03.S1.405618	B.2011.10.S1.405602	B.2011.05.S1.405539	B.2016.04.S1.405579	B.2004.01.S1.405609	B.2012.06.S1.405601	B.2008.07.S1.405599	B.2005.06.S1.405537	B.2011.04.S1.405598	B.2019.08.S1.405613	B.2019.09.S1.405605	B.2004.02.S1.405533	B.2012.01.S1.405593	B.2005.09.S1.405592	B.2012.05.S1.405616	B.2005.02.S1.405604	B.2020.09.S1.405594	B.2011.08.S1.405530	B.2008.02.S1.405555	B.2005.03.S1.405591	B.2016.07.S1.405551	B.2020.03.S1.405571	B.2005.05.S1.405611	B.2020.08.S1.405603	B.2012.09.S1.405527	B.2020.10.S1.405617	B.2012.07.S1.405580	B.2012.03.S1.405546	B.2019.03.S1.405560	B.2012.10.S1.405569	B.2012.08.S1.405556	B.2020.04.S1.405587	B.2008.08.S1.405550	B.2008.04.S1.405565	B.2016.02.S1.405600	B.2019.01.S1.405535	B.2016.05.S1.405583	B.2005.01.S1.405588	B.2019.06.S1.405608	B.2019.05.S1.405612	B.2012.04.S1.405562	B.2011.01.S1.405525	B.2006.09.S1.405526	B.2008.01.S1.405595	B.2008.10.S1.405544	B.2016.06.S1.405581	B.2016.01.S1.405584	B.2004.03.S1.405563	B.2011.09.S1.405577	B.2006.01.S1.405568	B.2012.02.S1.405552	B.2011.02.S1.405575	B.2006.06.S1.405542	B.2006.07.S1.405582	B.2009.10.S1.405585	B.2005.07.S1.405586	B.2004.07.S1.405529	B.2005.08.S1.405559	B.2005.04.S1.405545	B.2009.01.S1.405540	B.2004.08.S1.405610	B.2008.09.S1.405553	B.2005.10.S1.405573	B.2020.01.S1.405576	B.2006.02.S1.405606	B.2009.03.S1.405564	B.2009.04.S1.405531	B.2008.05.S1.405541	B.2008.06.S1.405543	B.2008.03.S1.405528	B.2019.04.S1.405614	B.2020.05.S1.405574	B.2006.04.S1.405572	B.2009.05.S1.405596	B.2004.05.S1.405536	B.2019.10.S1.405561	B.2004.06.S1.405567	B.2006.05.S1.405597	B.2019.02.S1.405607	B.2004.04.S1.405549	B.2009.06.S1.405554	B.2016.08.S1.405590	B.2009.09.S1.405547	B.2009.08.S1.405578	B.2009.02.S1.405570	B.2019.07.S1.405558	B.2020.07.S1.405566	B.2020.02.S1.405548	B.2006.03.S1.405589	B.2020.06.S1.405557	B.2009.07.S1.405524
NR_025230.1_Megasphaera_micronuciformis_strain_AIP_412.00_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
NR_025127.1_Lachnobacterium_bovis_strain_LRC_5382_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR_025207.1_Hespellia_stercorisuis_strain_PC18_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025206.1_Hespellia_porcina_strain_PC80_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NR_025567.1_{Clostridium}_bolteae_strain_16351_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	0
NR_025521.1_Actinomyces_cardiffensis_strain_CCUG_44997_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025377.1_Campylobacter_hominis_strain_CH001A_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR_025651.1_{Clostridium}_lactatifermentans_strain_G17_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	34	0	0	18	0	3	4	0	0	0	0	0	12	8	2	5	0	0	3	4	5	0	2	0	2	0	3	3	0	1	0	0	11	4	13	0	2	3	0	0	3	0	0	2	2	0	7	0	0	0	2	0	0	0	0	1	1	1	6	0	0	2	1	0	2	0	0	13	3	6	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0
NR_026111.1_Phascolarctobacterium_faecium_strain_ACM_3679_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	64	0	0	59	0	22	16	6	0	28	40	0	68	15	44	24	0	0	54	13	160	0	16	0	21	0	15	36	20	7	36	0	31	12	228	15	130	10	50	50	13	0	1	82	11	38	272	0	0	0	39	0	1	0	0	33	0	6	12	0	0	14	23	0	0	0	0	34	24	15	39	0	0	0	0	22	0	0	34	0	0	150	0	0	0	62	0	0	0	0	0
NR_026100.1_{Clostridium}_celerecrescens_strain_18A_16S_ribosomal_RNA_gene__partial_sequence	0	63	44	19	0	139	58	0	9	0	0	0	27	21	26	14	1	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	40	0	0	15	26	0	11	11	0	0	0	0	19	140	6	0	23	6	2	10	0	12	0	2	2	11	1	0	0	0	1	4	0	0	0	13	0	6	9	13	24	14	6	11	8	11	1	17	14	0	46	0	0	9	0	12
NR_025930.1_Ruminococcus_bromii_strain_ATCC_27255_16S_ribosomal_RNA_gene__partial_sequence	39	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	1	21	7	0	12	0	0	0	0	0	132	23	0	5	2	0	0	9	0	0	51	24	0	0	0	0	0	0	0	0	0	0	175	0	0	6	0	18	0	0	42	0	0	0	0	27	0	0	0	36	0	0	0	0	0	0	147	0	0
NR_025903.1_Gemella_haemolysans_strain_ATCC_25563_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025862.1_Granulicatella_adiacens_strain_GIFU_12706_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
NR_025904.1_Gemella_morbillorum_strain_2917B_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026031.1_Eubacterium_saphenum_strain_164-47_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026229.1_Dialister_pneumosintes_strain_ATCC_33048_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_026182.1_Actinomyces_georgiae_strain_DSM_6843_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074613.1_{Eubacterium}_eligens_strain_ATCC_27750_16S_ribosomal_RNA_gene__complete_sequence	208	41	32	98	0	123	79	0	5	508	0	624	19	0	0	44	131	77	572	204	0	11	0	118	0	0	120	0	601	0	372	353	0	305	520	0	0	0	0	0	0	47	0	0	301	106	245	0	0	0	0	49	144	42	252	862	191	166	0	53	37	289	130	0	40	0	322	0	29	0	0	0	0	0	0	0	265	0	47	0	21	179	0	26	0	0	0	0	0	0	0	0	291	0	0
NR_041667.1_Parasutterella_excrementihominis_strain_YIT_11859_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	3	34	0	16	0	0	50	45	0	1	0	0	0	150	0	10	0	4	99	1	124	0	191	0	0	29	0	0	219	2	16	3	25	4	1	37	37	0	0	0	8	2	6	3	18	0	0	5	0	0	0	0	0	4	0	0	0	7	4	1	151	0	0	0	6	10	8	70	286	0	0	10	43	11	0	113	17	0	1	0	0	0	41	104	185	0	153	0
NR_028997.1_Subdoligranulum_variabile_strain_BI_114_16S_ribosomal_RNA_gene__partial_sequence	34	10	10	30	34	5	24	26	14	3	0	66	16	15	26	42	6	16	7	5	0	10	0	11	65	0	14	0	8	0	5	8	8	4	13	0	0	0	24	38	22	3	40	39	3	27	61	0	0	17	13	31	8	18	2	35	32	44	4	31	21	19	11	3	9	0	31	0	48	2	2	0	0	0	24	0	41	2	41	21	38	51	28	30	0	55	14	0	8	48	0	0	44	0	12
NR_028961.1_Faecalibacterium_prausnitzii_strain_ATCC_27768_16S_ribosomal_RNA_gene__partial_sequence	74	116	200	177	54	149	137	160	331	222	179	157	82	274	280	117	134	249	174	64	0	243	91	116	157	0	208	0	191	0	204	153	150	132	285	0	164	150	67	212	85	90	145	158	144	155	49	20	53	127	9	186	94	69	194	168	53	100	90	225	171	155	176	32	177	71	114	0	35	25	39	124	163	133	197	0	102	44	153	177	213	90	231	145	136	134	116	93	0	268	0	0	96	0	97
NR_028726.1_{Clostridium}_algidixylanolyticum_strain_SPL73_16S_ribosomal_RNA_gene__partial_sequence	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	3	0	0	1	4	1	0	2	0	5	0	0	2	1	3	3	0	0	0	0	13	1	1	3	0	0	1	0	0	7	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	4	3	0	0	0	2	0	1	2	0	13	0	0	0	4	2	1	1	11	0
NR_027588.1_Fusobacterium_gonidiaformans_strain_ATCC_25563_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NR_027579.1_Ruminococcus_lactaris_strain_ATCC_29176_16S_ribosomal_RNA_gene__partial_sequence	15	0	2	1	0	1	0	0	24	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	12	3	14	1	0	20	23	0	4	9	2	1	0	7	0	2	0	5	0	0	0	0	0	0	0	53	0	4	1	14	41	0	14	0	0	0	0	0	0	0	0	39	0	0
NR_026314.1_Blautia_hydrogenotrophica_strain_S5a36_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NR_027558.1_Anaerotruncus_colihominis_strain_WAL_14565_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR_026409.1_{Desulfotomaculum}_guttoideum_strain_DSM_4024_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026419.1_Gemella_sanguinis_strain_2045-94_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027526.1_Catenibacterium_mitsuokai_strain_DSM_15897_16S_ribosomal_RNA_gene__partial_sequence	0	7	0	10	0	1	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026491.1_Clostridium_disporicum_strain_DS1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027573.1_Intestinibacter_bartlettii_strain_WAL_16138_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	14	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	4	2	1	1	0	0	1	7	0	0	0	0	0	0	0	1	0	10	0	0	1	1	0	2	0	0	5	0	0	1	15	0	1	7	0	0	0	1	0	0	0	0	1	0	1	0	5	0	0	4	0	0	0	0	0	0	0	3	1	1	9
NR_028604.1_Collinsella_aerofaciens_strain_ATCC_25986_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	4	4	2	0	0	0	1	0	3
NR_028816.1_Turicibacter_sanguinis_strain_MOL361_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_028740.1_{Clostridium}_xylanovorans_strain_HESP1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028796.1_Selenomonas_noxia_strain_ATCC_43541_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028766.1_Cupriavidus_necator_strain_N-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	34	0	0	15	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	11	0	0
NR_028883.1_Dorea_longicatena_strain_111-35_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
