#OTU ID	B.2006.08.S1.405615	B.2008.03.S1.405528	B.2016.03.S1.405618	B.2011.07.S1.405534	B.2011.03.S1.405538	B.2011.05.S1.405539	B.2008.07.S1.405599	B.2011.06.S1.405532	B.2016.04.S1.405579	B.2019.08.S1.405613	B.2019.09.S1.405605	B.2011.10.S1.405602	B.2012.06.S1.405601	B.2011.04.S1.405598	B.2019.03.S1.405560	B.2011.08.S1.405530	B.2016.02.S1.405600	B.2019.01.S1.405535	B.2020.09.S1.405594	B.2004.01.S1.405609	B.2005.02.S1.405604	B.2004.02.S1.405533	B.2005.03.S1.405591	B.2012.01.S1.405593	B.2016.07.S1.405551	B.2005.09.S1.405592	B.2020.03.S1.405571	B.2012.05.S1.405616	B.2008.02.S1.405555	B.2005.05.S1.405611	B.2020.08.S1.405603	B.2020.10.S1.405617	B.2012.07.S1.405580	B.2012.09.S1.405527	B.2012.03.S1.405546	B.2005.06.S1.405537	B.2012.08.S1.405556	B.2011.09.S1.405577	B.2006.04.S1.405572	B.2011.01.S1.405525	B.2019.06.S1.405608	B.2011.02.S1.405575	B.2012.10.S1.405569	B.2008.04.S1.405565	B.2008.08.S1.405550	B.2020.04.S1.405587	B.2019.05.S1.405612	B.2016.05.S1.405583	B.2008.01.S1.405595	B.2005.01.S1.405588	B.2008.10.S1.405544	B.2012.04.S1.405562	B.2009.05.S1.405596	B.2012.02.S1.405552	B.2006.09.S1.405526	B.2009.10.S1.405585	B.2006.05.S1.405597	B.2005.07.S1.405586	B.2016.01.S1.405584	B.2016.06.S1.405581	B.2004.03.S1.405563	B.2009.01.S1.405540	B.2006.01.S1.405568	B.2016.08.S1.405590	B.2006.06.S1.405542	B.2004.07.S1.405529	B.2005.04.S1.405545	B.2009.04.S1.405531	B.2020.01.S1.405576	B.2004.08.S1.405610	B.2006.02.S1.405606	B.2009.03.S1.405564	B.2004.06.S1.405567	B.2009.06.S1.405554	B.2008.09.S1.405553	B.2019.10.S1.405561	B.2020.06.S1.405557	B.2008.05.S1.405541	B.2008.06.S1.405543	B.2005.10.S1.405573	B.2020.02.S1.405548	B.2004.05.S1.405536	B.2005.08.S1.405559	B.2019.07.S1.405558	B.2019.04.S1.405614	B.2009.09.S1.405547	B.2020.05.S1.405574	B.2009.07.S1.405524	B.2009.08.S1.405578	B.2006.03.S1.405589	B.2019.02.S1.405607	B.2004.04.S1.405549	B.2009.02.S1.405570	B.2020.07.S1.405566	B.2006.07.S1.405582
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__barnesiae	637	833	239	175	368	557	970	113	349	200	305	194	507	185	748	148	700	794	1368	84	502	275	566	649	786	619	1156	529	1071	716	1408	615	423	462	714	372	373	435	963	497	320	433	607	1090	1176	1227	547	517	1349	627	392	543	1664	610	708	1154	875	811	681	455	554	1269	1865	721	655	396	776	1050	1031	367	1101	1836	393	1259	574	401	864	1103	1041	724	1805	315	590	278	647	636	1077	949	531	1120	1017	327	2026	1061	443
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	45	234	691	106	41	96	189	55	847	289	226	237	419	14	244	166	347	231	59	87	991	68	283	811	848	643	99	424	378	954	104	76	449	162	669	1040	197	129	95	136	279	49	309	313	337	123	249	735	542	913	299	539	716	487	41	556	69	598	461	918	146	834	314	832	67	132	458	958	24	116	2	441	130	859	304	237	132	273	222	399	59	158	468	299	323	700	42	652	906	6	219	164	137	114	55
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis	122	0	0	0	0	0	0	0	0	85	70	0	12	0	49	0	0	43	0	0	0	0	28	33	0	74	0	5	0	93	0	0	7	3	26	59	8	0	184	0	49	0	10	0	0	0	48	0	0	3	0	10	35	8	143	93	149	49	0	0	0	80	337	0	122	0	48	54	0	0	111	68	0	83	0	56	0	0	0	29	0	0	50	77	63	63	0	59	189	176	70	0	136	0	222
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae	0	46	0	0	0	0	90	0	0	3	1	0	0	0	8	0	0	5	0	1	1	0	0	0	0	2	0	0	78	5	0	0	0	0	0	3	0	0	0	3	1	2	0	73	112	0	5	0	63	0	118	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	3	0	0	2	0	0	2	0	83	1	0	104	96	5	0	1	0	0	4	0	0	0	0	0	11	7	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	20	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus	0	55	31	21	13	12	60	13	56	58	60	23	234	13	114	15	27	160	151	90	117	150	457	63	73	166	202	240	137	159	161	188	212	143	240	149	207	14	0	12	107	4	89	59	152	141	74	60	106	198	81	175	0	104	0	0	0	138	34	91	277	0	0	51	0	60	291	1	345	73	0	0	76	0	75	60	132	109	58	444	453	120	196	69	142	0	160	0	0	0	82	212	0	185	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius	0	0	30	94	92	56	0	114	29	14	15	111	81	142	28	143	48	18	0	0	119	0	28	97	9	16	0	163	0	4	0	0	58	125	201	18	65	54	0	179	0	77	139	0	0	0	17	80	0	51	0	126	0	158	0	0	0	6	178	48	0	0	0	41	0	0	7	0	0	1	0	0	0	0	0	11	0	0	0	4	0	0	14	12	47	0	0	0	0	0	31	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	24	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	325	0	0	0	0	650	0	0	0	589	0	0	441	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	167	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0	0	0	19	12	7	0	34	0	0	0	34	0	29	0	41	0	0	1	14	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	69	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	130	0	0	0	104	2	0	76	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	29	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides	0	1	4	0	0	0	8	0	0	9	17	1	0	1	6	1	0	3	0	1	0	1	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	10	2	0	21	7	0	21	3	2	0	5	0	3	0	0	5	0	0	1	2	2	1	0	2	0	1	1	1	0	3	0	0	0	2	6	12	0	4	2	0	0	0	0	10	10	0	0	3	4	0	5	0	10	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	13	30	14	4	6	4	12	6	8	5	2	11	20	8	15	6	40	14	0	0	2	1	5	17	17	5	0	6	3	6	0	0	26	12	21	1	1	7	41	20	11	13	1	20	11	0	11	12	0	2	14	10	18	11	7	27	42	13	18	67	1	41	3	11	15	0	6	15	0	2	17	21	2	21	4	4	0	0	18	8	0	4	5	5	14	14	0	35	18	9	13	2	19	0	15
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7	1	49	31	117	272	225	88	86	20	0	0	121	0	234	0	104	12	0	0	0	4	0	6	0	31	20	1	1	61	9	1	0	1	0	0	9	0	137	1	212	0	191	0	74	115	0	1	32	73	5	51	0	1	0	2	6	2	8	60	41	2	6	0	21	0	0	8	2	0	0	0	0	0	6	41	0	0	85	89	9	1	2	6	0	2	2	1	5	1	2	1	0	4	0	1
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus	0	0	2	0	0	0	0	0	1	0	0	0	3	1	0	0	4	0	0	0	0	0	1	3	0	0	0	4	0	0	0	0	6	0	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__massiliensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas	11	4	27	17	5	13	1	19	36	0	0	18	0	17	0	26	34	0	0	41	12	5	5	0	57	22	0	0	10	17	0	0	0	0	0	3	0	12	24	33	0	7	0	3	4	0	0	39	7	4	2	0	0	0	10	0	36	11	35	32	6	0	25	38	13	10	8	0	0	4	7	0	8	0	2	0	0	3	2	9	0	6	4	0	0	0	0	0	0	10	0	10	0	0	14
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]	92	0	257	10	4	5	0	4	142	0	0	6	0	12	0	16	223	1	1	0	46	0	35	0	287	22	1	0	0	35	0	1	0	0	0	23	1	0	140	39	0	3	0	0	1	0	0	144	0	28	0	1	1	0	78	0	106	21	150	176	0	0	172	252	104	0	36	0	0	0	161	0	0	0	1	0	0	0	0	42	0	0	13	0	0	0	1	1	2	240	0	0	1	0	59
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]	0	1	1	85	190	62	1	73	0	0	0	99	0	309	1	125	1	0	1	0	0	0	0	1	3	0	2	0	0	0	3	1	0	0	2	0	2	224	2	180	0	393	1	1	1	0	0	1	1	0	1	3	4	1	0	0	0	0	4	0	1	2	0	1	0	1	0	3	2	0	2	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	2	0	0	3	2	1
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter	0	14	0	9	9	1	11	10	0	61	72	15	0	8	43	14	0	20	0	31	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	14	44	5	0	23	20	0	56	0	22	0	5	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	0	0	3	0	9	65	0	13	11	0	0	5	0	53	50	0	0	0	0	0	33	8	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2	50	0	4	9	12	1	0	0	8	0	0	60	0	1	0	6	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	69	49	0	0	0	0	0	0	0	19	0	0	0	0	0	0	27	0	49	0	78	9	0	0	4	11	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	195
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	2	0	1	1	7	0	15	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	2	3	0	0	2	0	0	1	8	1	0	0	0	6	0	0	0	1	0	0	0	0	0	9	0	3	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
