#SampleID	Var	ControlVar
SRS011571.574263	Subgingival_plaque	969:241834
SRS013516.575410	Subgingival_plaque	969:241676
SRS016016.574241	Subgingival_plaque	969:241708
SRS064733.572993	Subgingival_plaque	969:268869
SRS011571.572516	Subgingival_plaque	969:241834
SRS015931.574854	Subgingival_plaque	969:241778
SRS023268.571065	Subgingival_plaque	969:241770
SRS014966.571545	Subgingival_plaque	969:241727
SRS016426.576079	Subgingival_plaque	969:241749
SRS011289.573414	Subgingival_plaque	969:241748
SRS015035.575318	Subgingival_plaque	969:241718
SRS050958.571380	Subgingival_plaque	969:241879
SRS042857.575405	Subgingival_plaque	969:241883
SRS016476.574490	Subgingival_plaque	969:241846
SRS018102.573993	Subgingival_plaque	969:241671
SRS016239.574748	Subgingival_plaque	969:241687
SRS014966.572749	Subgingival_plaque	969:241727
SRS020016.574337	Subgingival_plaque	969:241847
SRS020837.571716	Subgingival_plaque	969:241677
SRS049521.575189	Subgingival_plaque	969:241875
SRS056493.570588	Subgingival_plaque	969:241878
SRS020259.573359	Subgingival_plaque	969:241798
SRS018102.573433	Subgingival_plaque	969:241671
SRS018216.570352	Subgingival_plaque	969:241765
SRS020376.574690	Subgingival_plaque	969:241726
SRS018805.575908	Subgingival_plaque	969:241731
SRS045364.572008	Subgingival_plaque	969:241861
SRS016779.576334	Subgingival_plaque	969:241715
SRS057046.575268	Subgingival_plaque	969:241869
SRS015409.571129	Subgingival_plaque	969:241682
SRS021267.571135	Subgingival_plaque	969:241669
SRS022695.573264	Subgingival_plaque	969:241689
SRS020895.570284	Subgingival_plaque	969:241679
SRS016131.571991	Subgingival_plaque	969:241701
SRS015472.573611	Subgingival_plaque	969:241743
SRS021135.576300	Subgingival_plaque	969:241801
SRS015368.573170	Subgingival_plaque	969:241811
SRS011175.573375	Subgingival_plaque	969:241686
SRS017029.575283	Subgingival_plaque	969:241746
SRS017727.572667	Subgingival_plaque	969:241710
SRS043032.570771	Subgingival_plaque	969:241873
SRS020016.570759	Subgingival_plaque	969:241847
SRS011520.572939	Subgingival_plaque	969:241702
SRS013516.574586	Subgingival_plaque	969:241676
SRS014764.572437	Subgingival_plaque	969:241824
SRS015530.575140	Subgingival_plaque	969:241707
SRS018753.573039	Subgingival_plaque	969:241832
SRS018453.576618	Subgingival_plaque	969:241826
SRS022572.576355	Subgingival_plaque	969:241817
SRS017790.572183	Subgingival_plaque	969:241782
SRS016669.571504	Subgingival_plaque	969:241713
SRS021750.570367	Subgingival_plaque	969:241706
SRS015131.570593	Subgingival_plaque	969:241850
SRS022380.572858	Subgingival_plaque	969:241768
SRS022185.573873	Subgingival_plaque	969:241683
SRS020316.571034	Subgingival_plaque	969:241829
SRS011604.571410	Subgingival_plaque	969:241783
SRS018339.573081	Subgingival_plaque	969:241695
SRS017667.571840	Subgingival_plaque	969:241775
SRS021879.572689	Subgingival_plaque	969:241744
SRS021453.575803	Subgingival_plaque	969:241754
SRS020439.571746	Subgingival_plaque	969:241680
SRS011520.575892	Subgingival_plaque	969:241702
SRS020952.573519	Subgingival_plaque	969:241752
SRS018605.571130	Subgingival_plaque	969:241758
SRS044435.570999	Subgingival_plaque	969:241884
SRS015188.571136	Subgingival_plaque	969:241675
SRS016283.575720	Subgingival_plaque	969:241681
SRS020553.572405	Subgingival_plaque	969:241821
SRS011604.575838	Subgingival_plaque	969:241783
SRS011671.575536	Subgingival_plaque	969:241764
SRS015722.570410	Subgingival_plaque	969:241756
SRS011373.575725	Subgingival_plaque	969:241767
SRS013569.574941	Subgingival_plaque	969:241796
SRS011470.570260	Subgingival_plaque	969:241760
SRS049622.575233	Subgingival_plaque	969:241855
SRS016942.575808	Subgingival_plaque	969:241792
SRS051849.574340	Subgingival_plaque	969:241859
SRS017847.570423	Subgingival_plaque	969:241711
SRS014424.572379	Subgingival_plaque	969:241812
SRS063628.574358	Subgingival_plaque	969:268865
SRS021091.574770	Subgingival_plaque	969:241694
SRS018396.574712	Subgingival_plaque	969:241797
SRS016726.570487	Subgingival_plaque	969:241836
SRS017230.573092	Subgingival_plaque	969:241838
SRS011638.571453	Subgingival_plaque	969:241795
SRS049648.573969	Subgingival_plaque	969:241854
SRS016074.571617	Subgingival_plaque	969:241741
SRS018023.570445	Subgingival_plaque	969:241734
SRS014875.570612	Subgingival_plaque	969:241830
SRS017420.571170	Subgingival_plaque	969:241703
SRS014424.571335	Subgingival_plaque	969:241812
SRS020724.572210	Subgingival_plaque	969:241759
SRS011547.572005	Subgingival_plaque	969:241837
SRS017363.570258	Subgingival_plaque	969:241674
SRS016016.575528	Subgingival_plaque	969:241708
SRS050114.574411	Subgingival_plaque	969:241890
SRS014554.570500	Subgingival_plaque	969:241730
SRS024708.571657	Subgingival_plaque	969:241753
SRS022059.573825	Subgingival_plaque	969:241738
SRS021201.573174	Subgingival_plaque	969:241842
SRS011496.571437	Subgingival_plaque	969:241673
SRS015311.574775	Subgingival_plaque	969:241787
SRS021390.574570	Subgingival_plaque	969:241774
SRS011671.572779	Subgingival_plaque	969:241764
SRS016880.572985	Subgingival_plaque	969:241745
SRS057069.575394	Subgingival_plaque	969:241886
SRS020610.570350	Subgingival_plaque	969:241740
SRS017481.575912	Subgingival_plaque	969:241721
SRS017420.570810	Subgingival_plaque	969:241703
SRS020553.571003	Subgingival_plaque	969:241821
SRS042087.570839	Subgingival_plaque	969:257123
SRS018605.572150	Subgingival_plaque	969:241758
SRS016543.576556	Subgingival_plaque	969:241831
SRS011433.572592	Subgingival_plaque	969:241709
SRS011373.573322	Subgingival_plaque	969:241767
SRS017667.576128	Subgingival_plaque	969:241775
SRS020496.576100	Subgingival_plaque	969:241733
SRS021816.573480	Subgingival_plaque	969:241849
SRS017142.572169	Subgingival_plaque	969:241814
SRS021330.574115	Subgingival_plaque	969:241735
SRS018453.570514	Subgingival_plaque	969:241826
SRS017090.573422	Subgingival_plaque	969:241705
SRS013729.571259	Subgingival_plaque	969:241725
SRS016880.576536	Subgingival_plaque	969:241745
SRS020259.573410	Subgingival_plaque	969:241798
SRS013203.574575	Subgingival_plaque	969:241704
SRS018515.573181	Subgingival_plaque	969:241667
SRS015576.571891	Subgingival_plaque	969:241802
SRS017292.574815	Subgingival_plaque	969:241724
SRS013141.575813	Subgingival_plaque	969:241794
SRS018276.575519	Subgingival_plaque	969:241785
SRS020316.575736	Subgingival_plaque	969:241829
SRS023817.571571	Subgingival_plaque	969:241742
SRS044435.576582	Subgingival_plaque	969:241884
SRS046956.573497	Subgingival_plaque	969:257113
SRS022572.571476	Subgingival_plaque	969:241817
SRS011496.572361	Subgingival_plaque	969:241673
SRS023697.572219	Subgingival_plaque	969:241751
SRS022317.570845	Subgingival_plaque	969:241841
SRS013255.573658	Subgingival_plaque	969:241833
SRS052249.571509	Subgingival_plaque	969:257122
SRS021009.570698	Subgingival_plaque	969:241806
SRS023391.574995	Subgingival_plaque	969:241697
SRS047180.574885	Subgingival_plaque	969:241857
SRS017142.570290	Subgingival_plaque	969:241814
SRS020014.574061	Supragingival_plaque	969:241847
SRS047410.570559	Supragingival_plaque	969:241879
SRS047983.574373	Supragingival_plaque	969:241855
SRS017725.576192	Supragingival_plaque	969:241710
SRS016166.571670	Supragingival_plaque	969:241696
SRS048383.571236	Supragingival_plaque	969:257131
SRS013723.571314	Supragingival_plaque	969:241725
SRS042619.572853	Supragingival_plaque	969:241884
SRS017088.576058	Supragingival_plaque	969:241705
SRS016608.575706	Supragingival_plaque	969:241690
SRS044978.572198	Supragingival_plaque	969:241883
SRS016877.574244	Supragingival_plaque	969:241745
SRS050838.575500	Supragingival_plaque	969:241852
SRS018451.572625	Supragingival_plaque	969:241826
SRS011494.570516	Supragingival_plaque	969:241673
SRS021688.571919	Supragingival_plaque	969:241688
SRS015929.576320	Supragingival_plaque	969:241778
SRS047667.571535	Supragingival_plaque	969:241853
SRS042093.570661	Supragingival_plaque	969:241864
SRS051359.572968	Supragingival_plaque	969:241893
SRS022378.575067	Supragingival_plaque	969:241768
SRS022249.573803	Supragingival_plaque	969:241786
SRS018451.574474	Supragingival_plaque	969:241826
SRS021089.574085	Supragingival_plaque	969:241694
SRS021265.573644	Supragingival_plaque	969:241669
SRS022057.572564	Supragingival_plaque	969:241738
SRS018803.574381	Supragingival_plaque	969:241731
SRS015366.570858	Supragingival_plaque	969:241811
SRS053278.575420	Supragingival_plaque	969:241878
SRS018021.573748	Supragingival_plaque	969:241734
SRS020835.574869	Supragingival_plaque	969:241677
SRS013472.575723	Supragingival_plaque	969:241666
SRS058104.575979	Supragingival_plaque	969:241874
SRS044272.576047	Supragingival_plaque	969:241859
SRS020551.574425	Supragingival_plaque	969:241821
SRS014873.573554	Supragingival_plaque	969:241830
SRS011494.576024	Supragingival_plaque	969:241673
SRS016666.573942	Supragingival_plaque	969:241713
SRS016541.576313	Supragingival_plaque	969:241831
SRS055531.574721	Supragingival_plaque	969:241875
SRS014919.573086	Supragingival_plaque	969:241808
SRS013472.574884	Supragingival_plaque	969:241666
SRS064478.571293	Supragingival_plaque	969:268876
SRS020551.575598	Supragingival_plaque	969:241821
SRS018751.572813	Supragingival_plaque	969:241832
SRS015929.574684	Supragingival_plaque	969:241778
SRS020257.576263	Supragingival_plaque	969:241798
SRS015243.571722	Supragingival_plaque	969:241729
SRS017139.575029	Supragingival_plaque	969:241814
SRS052423.575301	Supragingival_plaque	969:241860
SRS016361.572905	Supragingival_plaque	969:241839
SRS018394.575064	Supragingival_plaque	969:241797
SRS016072.571665	Supragingival_plaque	969:241741
SRS011371.574056	Supragingival_plaque	969:241767
SRS018157.576362	Supragingival_plaque	969:241828
SRS018100.575514	Supragingival_plaque	969:241671
SRS011287.575677	Supragingival_plaque	969:241748
SRS014964.575223	Supragingival_plaque	969:241727
SRS022570.572451	Supragingival_plaque	969:241817
SRS020014.571153	Supragingival_plaque	969:241847
SRS050838.573215	Supragingival_plaque	969:241852
SRS011287.571662	Supragingival_plaque	969:241748
SRS044027.572464	Supragingival_plaque	969:241861
SRS013252.573761	Supragingival_plaque	969:241833
SRS020014.571679	Supragingival_plaque	969:241847
SRS011468.575985	Supragingival_plaque	969:241760
SRS014964.574617	Supragingival_plaque	969:241727
SRS021007.572471	Supragingival_plaque	969:241806
SRS016237.573728	Supragingival_plaque	969:241687
SRS018100.575134	Supragingival_plaque	969:241671
SRS014819.576439	Supragingival_plaque	969:241793
SRS017479.570524	Supragingival_plaque	969:241721
SRS053128.574849	Supragingival_plaque	969:241872
SRS016473.571188	Supragingival_plaque	969:241846
SRS013786.575970	Supragingival_plaque	969:241819
SRS045467.575114	Supragingival_plaque	969:241857
SRS016777.576593	Supragingival_plaque	969:241715
SRS015033.573128	Supragingival_plaque	969:241718
SRS047667.575300	Supragingival_plaque	969:241853
SRS016424.570841	Supragingival_plaque	969:241749
SRS017902.574551	Supragingival_plaque	969:241799
SRS011173.573031	Supragingival_plaque	969:241686
SRS020437.572627	Supragingival_plaque	969:241680
SRS011371.572800	Supragingival_plaque	969:241767
SRS042093.570415	Supragingival_plaque	969:241864
SRS014365.575658	Supragingival_plaque	969:241736
SRS011431.574579	Supragingival_plaque	969:241709
SRS046739.573605	Supragingival_plaque	969:241869
SRS023389.573502	Supragingival_plaque	969:241697
SRS016281.573855	Supragingival_plaque	969:241681
SRS015528.570803	Supragingival_plaque	969:241707
SRS020893.572891	Supragingival_plaque	969:241679
SRS011468.570781	Supragingival_plaque	969:241760
SRS019259.573482	Supragingival_plaque	969:241800
SRS015186.574269	Supragingival_plaque	969:241675
SRS017845.575402	Supragingival_plaque	969:241711
SRS018803.574985	Supragingival_plaque	969:241731
SRS015978.576565	Supragingival_plaque	969:241769
SRS017361.573508	Supragingival_plaque	969:241674
SRS021199.570601	Supragingival_plaque	969:241842
SRS020722.572856	Supragingival_plaque	969:241759
SRS046636.574261	Supragingival_plaque	969:257122
SRS020779.571577	Supragingival_plaque	969:241780
SRS011173.572279	Supragingival_plaque	969:241686
SRS015470.575238	Supragingival_plaque	969:241743
SRS021133.571858	Supragingival_plaque	969:241801
SRS017026.573207	Supragingival_plaque	969:241746
SRS057789.570842	Supragingival_plaque	969:241856
SRS011635.572759	Supragingival_plaque	969:241795
SRS011635.575138	Supragingival_plaque	969:241795
SRS015309.575767	Supragingival_plaque	969:241787
SRS022822.572831	Supragingival_plaque	969:241816
SRS046752.570947	Supragingival_plaque	969:241880
SRS017418.570288	Supragingival_plaque	969:241703
SRS017304.574040	Supragingival_plaque	969:241676
SRS016129.574189	Supragingival_plaque	969:241701
SRS015470.576552	Supragingival_plaque	969:241743
SRS011518.571823	Supragingival_plaque	969:241702
SRS053814.573460	Supragingival_plaque	969:241854
SRS014762.576256	Supragingival_plaque	969:241824
SRS013837.576040	Supragingival_plaque	969:241794
SRS015574.575989	Supragingival_plaque	969:241802
SRS020374.574665	Supragingival_plaque	969:241726
SRS016877.571309	Supragingival_plaque	969:241745
SRS050155.571440	Supragingival_plaque	969:241873
SRS063819.575971	Supragingival_plaque	969:268878
SRS018274.571175	Supragingival_plaque	969:241785
SRS015407.573973	Supragingival_plaque	969:241682
SRS022183.573006	Supragingival_plaque	969:241683
SRS013837.571779	Supragingival_plaque	969:241794
SRS064994.572209	Supragingival_plaque	969:268865
SRS014675.570277	Supragingival_plaque	969:241720
SRS020608.573317	Supragingival_plaque	969:241740
SRS011545.574166	Supragingival_plaque	969:241837
SRS017304.575372	Supragingival_plaque	969:241676
SRS015786.572236	Supragingival_plaque	969:241685
SRS014675.572296	Supragingival_plaque	969:241720
SRS046986.571002	Supragingival_plaque	969:241886
SRS011601.572852	Supragingival_plaque	969:241783
SRS017227.576007	Supragingival_plaque	969:241838
SRS017665.574059	Supragingival_plaque	969:241775
SRS064340.570473	Supragingival_plaque	969:268877
SRS018603.570389	Supragingival_plaque	969:241758
SRS015720.572657	Supragingival_plaque	969:241756
SRS020494.571272	Supragingival_plaque	969:241733
SRS015129.572408	Supragingival_plaque	969:241850
SRS021328.575197	Supragingival_plaque	969:241735
SRS048589.571475	Supragingival_plaque	969:257133
SRS014603.575337	Supragingival_plaque	969:241693
SRS020314.574434	Supragingival_plaque	969:241829
SRS017290.575216	Supragingival_plaque	969:241724
SRS020950.574171	Supragingival_plaque	969:241752
SRS020257.573938	Supragingival_plaque	969:241798
SRS016724.572543	Supragingival_plaque	969:241836
SRS011601.573326	Supragingival_plaque	969:241783
SRS021877.570526	Supragingival_plaque	969:241744
SRS042091.576167	Supragingival_plaque	969:257113
SRS016541.574390	Supragingival_plaque	969:241831
SRS011431.575587	Supragingival_plaque	969:241709
SRS022315.574769	Supragingival_plaque	969:241841
SRS014422.572315	Supragingival_plaque	969:241812
SRS011545.573108	Supragingival_plaque	969:241837
SRS023266.574467	Supragingival_plaque	969:241770
SRS016940.574600	Supragingival_plaque	969:241792
SRS057608.571486	Supragingival_plaque	969:241890
SRS017304.574533	Supragingival_plaque	969:241676
SRS062457.574777	Supragingival_plaque	969:268869
SRS014422.572875	Supragingival_plaque	969:241812
SRS015633.575692	Supragingival_plaque	969:241784
SRS016331.571080	Supragingival_plaque	969:241813
SRS017665.576427	Supragingival_plaque	969:241775
SRS018513.572822	Supragingival_plaque	969:241667
SRS011518.572645	Supragingival_plaque	969:241702
SRS011669.575099	Supragingival_plaque	969:241764
SRS021451.574393	Supragingival_plaque	969:241754
SRS011569.573686	Supragingival_plaque	969:241834
SRS021814.570948	Supragingival_plaque	969:241849
SRS011669.570746	Supragingival_plaque	969:241764
SRS022693.574312	Supragingival_plaque	969:241689
SRS050457.576087	Supragingival_plaque	969:257123
SRS018337.575352	Supragingival_plaque	969:241695
SRS024706.570427	Supragingival_plaque	969:241753
SRS046986.573257	Supragingival_plaque	969:241886
SRS018214.570641	Supragingival_plaque	969:241765
SRS011569.571511	Supragingival_plaque	969:241834
SRS042619.573512	Supragingival_plaque	969:241884
SRS014552.575992	Supragingival_plaque	969:241730
SRS015681.574258	Supragingival_plaque	969:241845
SRS021748.572096	Supragingival_plaque	969:241706
SRS023695.575032	Supragingival_plaque	969:241751
SRS016014.571728	Supragingival_plaque	969:241708
SRS013567.571829	Supragingival_plaque	969:241796
SRS021388.574688	Supragingival_plaque	969:241774
SRS017788.573983	Supragingival_plaque	969:241782
SRS022693.570875	Supragingival_plaque	969:241689
SRS022882.570869	Supragingival_plaque	969:241698
SRS020665.570268	Supragingival_plaque	969:241776
SRS013201.576199	Supragingival_plaque	969:241704
SRS023815.575452	Supragingival_plaque	969:241742
SRS050155.575447	Supragingival_plaque	969:241873
SRS020314.575041	Supragingival_plaque	969:241829
SRS017418.571546	Supragingival_plaque	969:241703
SRS013662.573790	Supragingival_plaque	969:241672
SRS023815.570223	Supragingival_plaque	969:241742
SRS017139.573399	Supragingival_plaque	969:241814
