#OTU ID	035-1	039-1	040-1	011-1	038-1	023-1	047-1	057-1	030-1	055-1	024-1	052-1	046-1	026-1	029-1	033-1	050-1	043-1	034-1	041-1	021-1	037-1	051-1	014-1	007-1	028-1	044-1	027-1
NR_025314.1_Corynebacterium_variabile_strain_DSM_20132_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025300.1_Prevotella_albensis_strain_M384_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	17	0	5	266	64	0	0	0	0	0	3	0	0	17	0	0	59	0	0	0	0	0	0	0
NR_025289.1_{Eubacterium}_sulci_strain_ATCC_35585_16S_ribosomal_RNA_gene__partial_sequence	1	9	0	0	3	2	7	6	21	6	1	33	1	0	13	0	0	8	1	14	21	0	1	18	0	0	11	1
NR_025297.1_Anaerosinus_glycerini_strain_DSM_5192_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NR_025614.1_Brevibacterium_picturae_strain_LMG_22061_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025442.1_Arcanobacterium_hippocoleae_strain_CCUG_44697_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025375.1_Brevibacterium_paucivorans_strain_CF_62_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_025418.1_Propionispora_vibrioides_strain_FKBS1_16S_ribosomal_RNA_gene__partial_sequence	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	32	3	0	0	0	0	0	0	0
NR_025670.1_Pseudoflavonifractor_capillosus_strain_ATCC_29799_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	0
NR_025904.1_Gemella_morbillorum_strain_2917B_16S_ribosomal_RNA_gene__partial_sequence	6	3	1	38	7	12	1	2	1	2	0	5	0	4	0	4	3	2	0	0	3	0	22	0	1	1	5	0
NR_025917.1_Acetivibrio_cellulolyticus_strain_CD2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026100.1_{Clostridium}_celerecrescens_strain_18A_16S_ribosomal_RNA_gene__partial_sequence	0	8	5	0	0	3	3	1	19	112	5	8	3	0	2	0	0	0	5	76	0	6	2	45	0	5	19	0
NR_026053.1_Dehalobacter_restrictus_strain_PER-K23_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	3	5	0	1	0	0	0	0	1	0	0	4	0	0	6	0	1	0	0	0	0	0
NR_025931.1_Ruminococcus_flavefaciens_strain_C94_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	2	23	15	248	172	11	1	0	0	9	11	281	0	22	16	108	10	238	12	0	0	0	50	0
NR_026031.1_Eubacterium_saphenum_strain_164-47_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_026151.1_{Clostridium}_colinum_strain_DSM_6011_16S_ribosomal_RNA_gene__partial_sequence	0	8	1	0	0	0	5	0	1	0	27	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
NR_026111.1_Phascolarctobacterium_faecium_strain_ACM_3679_16S_ribosomal_RNA_gene__partial_sequence	4	0	0	0	37	0	0	0	0	0	0	0	101	0	0	127	0	0	0	2	0	0	0	28	0	17	0	46
NR_026204.1_{Clostridium}_viride_strain_T2-7_16S_ribosomal_RNA_gene__partial_sequence	0	58	4	0	29	2	4	14	3	12	1	228	21	1	4	2	0	0	9	36	1	2	11	65	0	1	16	14
NR_026199.1_Kocuria_kristinae_strain_DSM_20032_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NR_026182.1_Actinomyces_georgiae_strain_DSM_6843_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
NR_026272.1_Brachybacterium_tyrofermentans_strain_CNRZ_926_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027573.1_Intestinibacter_bartlettii_strain_WAL_16138_16S_ribosomal_RNA_gene__partial_sequence	2	0	0	48	11	2	0	16	0	3	32	233	0	32	0	0	2	0	0	0	0	2	29	0	1	7	6	1
NR_026332.1_Shigella_dysenteriae_strain_ATCC_13313_16S_ribosomal_RNA_gene__partial_sequence	0	15	3	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NR_026314.1_Blautia_hydrogenotrophica_strain_S5a36_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	3	0	0	18	1	0	0	0	0	0	0	0	1	14	0	4	0	62	0	0	0	10
NR_026315.1_Pseudobutyrivibrio_ruminis_strain_DSM_9787_16S_ribosomal_RNA_gene__partial_sequence	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027203.1_Mogibacterium_neglectum_strain_P9a-h_16S_ribosomal_RNA_gene__partial_sequence	5	8	5	0	11	0	1	3	2	0	0	0	3	0	2	2	16	3	0	0	1	2	6	0	0	4	24	12
NR_026454.1_Granulicatella_balaenopterae_strain_M1975_96_1_16S_ribosomal_RNA_gene__partial_sequence	8	0	0	99	41	3	2	3	3	1	0	4	3	6	0	9	13	0	1	4	0	0	2	8	0	7	8	12
NR_026360.1_Anaerococcus_octavius_strain_NCTC_9810_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026358.1_Peptoniphilus_harei_strain_DSM_10020_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
NR_026393.1_Facklamia_hominis_strain_ATCC_700628_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026413.1_Desulfovibrio_intestinalis_strain_KMS2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NR_026493.1_{Clostridium}_indolis_strain_7_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026476.1_Succinivibrio_dextrinosolvens_strain_0554_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026491.1_Clostridium_disporicum_strain_DS1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	95	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
NR_026539.1_Corynebacterium_durum_strain_IBS_G15036_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0
NR_027520.1_Staphylococcus_equorum_strain_PA_231_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	3	0	0	0	4	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_027526.1_Catenibacterium_mitsuokai_strain_DSM_15897_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	34	118	0	0	1	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0
NR_027562.1_Anaerofustis_stercorihominis_strain_WAL_14563_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	1	0	3	1	1	0	1	0	9	0	3	0	0	0	2	0	0	2	0	2	1	5
NR_027558.1_Anaerotruncus_colihominis_strain_WAL_14565_16S_ribosomal_RNA_gene__partial_sequence	1	1	3	1	0	2	0	2	2	9	0	9	3	0	1	4	0	0	0	6	19	2	0	12	2	0	9	2
NR_027540.1_Tropheryma_whipplei_strain_Twist-Marseille_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028816.1_Turicibacter_sanguinis_strain_MOL361_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	17	18	0	63	0	0	44	43	0	3	0	0	0	2	0	12	0	0	0	0	0	0	0	0
NR_027579.1_Ruminococcus_lactaris_strain_ATCC_29176_16S_ribosomal_RNA_gene__partial_sequence	2	246	72	0	0	8	41	114	8	7	0	24	14	378	17	8	0	1	0	0	0	0	237	0	0	101	2	0
NR_028748.1_Enterococcus_avium_strain_E6844_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NR_028736.1_Streptococcus_intermedius_strain_1877_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_027596.1_Mitsuokella_multacida_strain_DSM_20544_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028725.2_Lactobacillus_salivarius_strain_HO_66_16S_ribosomal_RNA_gene__complete_sequence	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028655.1_Curvibacter_gracilis_strain_7-1_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028726.1_{Clostridium}_algidixylanolyticum_strain_SPL73_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028740.1_{Clostridium}_xylanovorans_strain_HESP1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_028812.1_Anaeroglobus_geminatus_strain_AIP313.00_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
NR_028840.1_Mitsuokella_jalaludinii_strain_M9_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	8	0	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028862.1_Allisonella_histaminiformans_strain_MR2_16S_ribosomal_RNA_gene__partial_sequence	2	0	1	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028961.1_Faecalibacterium_prausnitzii_strain_ATCC_27768_16S_ribosomal_RNA_gene__partial_sequence	29	116	668	0	71	145	141	625	166	271	231	72	243	11	39	231	1	464	181	286	114	98	777	69	0	40	21	2
NR_028911.1_Anaerovorax_odorimutans_strain_NorPut_16S_ribosomal_RNA_gene__partial_sequence	125	19	55	0	20	18	61	43	24	22	13	425	32	1	44	41	0	14	94	52	0	48	253	6	0	7	169	133
NR_028915.1_Anaerostipes_caccae_strain_L1-92_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	1	1	0	3	0
NR_028991.1_Sporomusa_aerivorans_strain_TMAO3_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	112	15	0	0	0	0	0	0	0
NR_144740.1_Romboutsia_timonensis_strain_DR1_16S_ribosomal_RNA__partial_sequence	4	11	0	447	11	9	1	111	45	5	24	1380	0	4	1	37	0	88	0	2	0	0	103	0	9	15	12	0
NR_118676.1_Eubacterium_xylanophilum_strain_ATCC_35991_16S_ribosomal_RNA_gene__partial_sequence	0	0	32	0	0	1	0	10	14	4	4	0	0	0	2	5	0	9	2	12	0	0	9	33	0	0	7	0
NR_112943.1_Bacteroides_stercoris_strain_JCM_9496_16S_ribosomal_RNA_gene__partial_sequence	0	103	0	2	1	20	1	8	1	0	0	0	64	0	0	26	0	0	0	6	6	302	0	0	84	2	46	0
NR_104836.1_Lactobacillus_rogosae_strain_ATCC_27753_16S_ribosomal_RNA_gene__partial_sequence	2	16	0	8	0	14	0	10	0	26	6	0	0	0	2	0	0	19	0	10	0	0	8	0	0	0	0	0
NR_074613.1_{Eubacterium}_eligens_strain_ATCC_27750_16S_ribosomal_RNA_gene__complete_sequence	47	34	34	0	1	44	38	121	69	77	13	0	99	0	5	166	0	88	62	246	0	36	76	38	0	3	4	0
NR_074515.1_Bacteroides_vulgatus_strain_ATCC_8482_16S_ribosomal_RNA_gene__complete_sequence	77	188	0	0	0	82	33	51	9	779	17	33	0	0	0	218	0	2	44	1616	199	14	22	338	0	0	53	320
NR_042832.1_Roseburia_faecis_strain_M72_1_16S_ribosomal_RNA_gene__partial_sequence	341	1205	30	0	5	263	72	229	503	3	255	10	119	9	9	147	0	30	80	1008	0	294	135	226	0	11	11	196
NR_036777.1_{Ruminococcus}_torques_strain_VPI_B2-51_16S_ribosomal_RNA_gene__partial_sequence	86	364	381	8	1	0	665	106	85	54	6	97	23	5	19	0	0	168	25	690	0	442	36	246	64	1	17	138
NR_029313.1_Anaerofilum_pentosovorans_strain_Fae_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	3	0	8	0	0	0	0	1	0	1	0	0	0
NR_029160.1_Ruminococcus_callidus_strain_ATCC_27760_16S_ribosomal_RNA_gene__partial_sequence	100	25	3	0	0	10	10	12	29	4	1	0	0	0	0	15	0	5	0	12	1	70	12	0	0	0	1	2
NR_029097.1_Oribacterium_sinus_strain_AIP_354.02_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	15
NR_029079.1_Brevibacterium_antiquum_strain_VKM_Ac-2118_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029137.1_Bifidobacterium_saeculare_strain_RA161_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_029138.1_Parascardovia_denticolens_strain_B_3028_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NR_029164.1_{Clostridium}_innocuum_strain_B-3_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	2	0	0	0	4	0	0	0	3	0	12	0	1	134	0	0	0	1	0	0	0	2	2	2	1
NR_029188.1_Oxalobacter_formigenes_strain_OXB_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NR_029239.2_Clostridium_chartatabidum_strain_163_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	5	12	5	0	60	0	18	10	11	0	0	0	21	14	2	0	0	0	0	0	0	0	0	0	0
NR_029247.1_Erysipelatoclostridium_ramosum_strain_113-1_16S_ribosomal_RNA_gene__partial_sequence	6	0	2	33	2	0	0	0	0	0	3	4	0	0	0	0	141	0	2	0	0	2	0	0	0	0	9	0
NR_029355.1_{Clostridium}_methylpentosum_strain_R2_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	2	7	6	12	2	1	0	1	0	4	1	1	0	0	12	1	2	2	0	0	0	1	0
NR_029351.1_Facklamia_sourekii_strain_SS_1019_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029315.1_Anaerofilum_agile_strain_F_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	14	3	13	0	0	14	1	0	1	0	0	3	3	4	0	0	4	0	0	0	0	1
NR_029335.1_Holdemania_filiformis_strain_J1-31B-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	1	1	0	1	2	0	0	0	0	2	0	0	0	1	4	5	8	1	3	0	0	0	1
NR_029356.1_Flavonifractor_plautii_strain_265_16S_ribosomal_RNA_gene__partial_sequence	19	10	3	0	1	1	11	2	0	18	0	0	5	1	5	13	1	1	0	44	2	6	0	5	6	1	5	1
NR_029363.1_Brachyspira_aalborgi_strain_513A_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036776.1_Blautia_producta_strain_2396_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NR_042007.1_Roseburia_inulinivorans_strain_A2-194_16S_ribosomal_RNA_gene__complete_sequence	38	7	1	0	4	89	2	26	0	486	19	0	2	3	4	44	0	0	7	14	16	8	11	1	0	16	1	4
NR_036800.1_{Ruminococcus}_gnavus_strain_ATCC_29149_16S_ribosomal_RNA_gene__partial_sequence	2	34	1	240	1	42	1	4	1	20	0	288	8	1895	0	23	0	6	2	46	0	4	24	168	12	0	81	3
NR_036788.2_Lactobacillus_pontis_strain_LTH_2587_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0
NR_036792.1_Corynebacterium_glucuronolyticum_strain_GF_838_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041277.1_Bacteroides_plebeius_strain_M12_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	3	46	1	312	134	0	8	0	267	0	1	233	0	0	0	0	1514	0	28	0	0	2	0	0
NR_036924.1_Weissella_cibaria_strain_II-I-59_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
NR_036856.1_Bifidobacterium_pullorum_strain_B_145_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NR_036936.1_Streptococcus_australis_strain_AI-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1
NR_036928.1_{Clostridium}_hathewayi_strain_1313_16S_ribosomal_RNA_gene__partial_sequence	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	1	6	0	10	0	0	0	42
NR_037117.1_Bifidobacterium_pseudocatenulatum_strain_B1279_16S_ribosomal_RNA_gene__partial_sequence	104	18	128	0	0	0	0	0	0	34	9	0	813	174	173	0	0	5	0	2	0	174	0	0	0	281	1	1
NR_037115.2_Bifidobacterium_dentium_strain_B764_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NR_036972.1_Propionibacterium_freudenreichii_subsp._shermanii_strain_E11_16S_ribosomal_RNA_gene__partial_sequence	0	0	2	3	0	1	0	0	7	0	2	0	0	13	0	3	0	3	0	0	0	0	43	0	0	2	0	1
NR_037089.1_Eggerthella_lenta_strain_1899B_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_037018.1_Acidaminococcus_fermentans_strain_VR4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_040865.1_Bacteroides_ovatus_strain_JCM_5824_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR_040783.1_Bifidobacterium_breve_strain_DSM_20213_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	136	0	0
NR_040847.1_Propionibacterium_acnes_strain_ATCC_6919_16S_ribosomal_RNA__complete_sequence	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_040867.1_Bifidobacterium_animalis_subsp._lactis_strain_YIT_4121_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041342.1_Parabacteroides_distasonis_strain_JCM_5825_16S_ribosomal_RNA_gene__partial_sequence	29	36	1	4	0	13	12	5	29	61	0	4	63	0	0	185	0	2	5	694	183	12	1	0	47	4	0	30
NR_041278.1_Bacteroides_coprocola_strain_M16_16S_ribosomal_RNA_gene__partial_sequence	0	302	1	0	3	249	8	76	80	0	4	0	0	0	0	0	0	132	347	0	1105	0	30	0	0	0	0	0
NR_041326.1_Staphylococcus_fleurettii_strain_GTC_1999_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041325.1_Staphylococcus_carnosus_subsp._utilis_strain_GTC_1232_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041307.1_Bacteroides_intestinalis_strain_341_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	407	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041313.1_Bacteroides_finegoldii_strain_199_16S_ribosomal_RNA_gene__partial_sequence	0	16	1	0	0	0	0	1	7	0	0	1	16	0	0	4	0	0	0	6	7	0	0	6	0	2	3	0
NR_041666.1_Dialister_succinatiphilus_strain_YIT_11850_16S_ribosomal_RNA_gene__partial_sequence	104	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
